code,name,type
M12.P01,"putative ADAM pseudogene (chromosome 4, {Homo sapiens})",real
M12.P02,"ADAM3A g.p. ({Homo sapiens})",real
M12.P02,"cyritestin 1",alternative
M12.P02,"CYRN1 [obs.] g.p. ({Homo sapiens})",alternative
M12.P02,tMDCI,alternative
M12.P03,"ADAM1 g.p. ({Homo sapiens})",real
M12.UNA,"subfamily M12A non-peptidase homologues",real
M12.UNA,"Ac-MTP-2 g.p. ({Ancylostoma caninum})",alternative
M12.UNA,"Ace-MTP-2 ({Ancylostoma ceylanicum})",alternative
M12.UNB,"subfamily M12B non-peptidase homologues",real
M12.UNB,"ADAM 14",alternative
M12.UNB,albolatin,alternative
M12.UNB,EAPI,alternative
M12.UNB,"MDC (alpha and beta)",alternative
M12.UNB,tMDCIII,alternative
M12.UNB,tMDCIV,alternative
M12.UNB,"MIND-MELD protein ({Drosophila melanogaster})",alternative
M12.UNW,"family M12 non-peptidase homologues",real
M12.UPA,"subfamily M12A unassigned peptidases",real
M12.UPA,"alveolin ({Oryzias latipes})",alternative
M12.UPA,"{Astacus} embryonic astacin",alternative
M12.UPA,"chorioallantoic membrane protein 1",alternative
M12.UPA,"Farm1 ({Hydra vulgaris})",alternative
M12.UPA,"foot-activator-responsive matrix metalloprotease ({Hydra vulgaris})",alternative
M12.UPA,"metalloproteinase HMP2 ({Hydra vulgaris})",alternative
M12.UPA,patristacin,alternative
M12.UPA,"PMP1 g.p. ({Podocoryne carnea})",alternative
M12.UPA,"vascular apoptosis-inducing protein",alternative
M12.UPA,VAP,alternative
M12.UPB,"subfamily M12B unassigned peptidases",real
M12.UPB,"Ac1-proteinase ({Deinagkistrodon acutus})",alternative
M12.UPB,"Ac2-proteinase ({Deinagkistrodon acutus})",alternative
M12.UPB,"Ac3-proteinase ({Deinagkistrodon acutus})",alternative
M12.UPB,"acostatin ({Agkistrodon contortrix contortrix})",alternative
M12.UPB,"acurhagin ({Agkistrodon acutus})",alternative
M12.UPB,"ADAM41 ({Xenopus tropicalis})",alternative
M12.UPB,"ADAMTS-like protein 2",alternative
M12.UPB,ADAMTSL2,alternative
M12.UPB,"ADAMTS-like protein 4",alternative
M12.UPB,ADAMTSL4,alternative
M12.UPB,"admA ({Aspergillus oryzae})",alternative
M12.UPB,"admB ({Aspergillus oryzae})",alternative
M12.UPB,"agkislysin ({Agkistrodon acutus})",alternative
M12.UPB,"AHPM peptidase ({Agkistrodon halys pallas})",alternative
M12.UPB,"albocollagenase ({Cryptelytops albolabris})",alternative
M12.UPB,"alborhagin ({Trimeresurus albolabris})",alternative
M12.UPB,"alsophinase ({Alsophis portoricensis}}",alternative
M12.UPB,"ammodytagin ({Vipera ammodytes})",alternative
M12.UPB,"ammodytase ({Vipera ammodytes})",alternative
M12.UPB,"atragin ({Naja atra})",alternative
M12.UPB,"BAH4 peptidase ({Bothrops asper})",alternative
M12.UPB,"BaltDC ({Bothrops alternatus})",alternative
M12.UPB,"BbMP-1 ({Bothrops brazili})",alternative
M12.UPB,"Batx-I peptidase ({Bothrops atrox})",alternative
M12.UPB,"BJ-PI peptidase ({Bothrops jararaca})",alternative
M12.UPB,"BJ-PI2 peptidase ({Bothrops jararaca})",alternative
M12.UPB,"BLAH1 hemorrhagin ({Bothrops lanceolatus})",alternative
M12.UPB,"BlatH1 peptidase ({Bothriechis lateralis})",alternative
M12.UPB,"basparin A ({Bothrops asper})",alternative
M12.UPB,"berythractivase ({Bothrops erythromelas})",alternative
M12.UPB,"BjussuMP-I ({Bothrops jararacussu})",alternative
M12.UPB,"BmooMP alpha-II ({Bothrops moojeni})",alternative
M12.UPB,"bothropoidin ({Bothrops pauloensis})",alternative
M12.UPB,"BpirMP ({Bothrops pirajai})",alternative
M12.UPB,"BpMPI peptidase ({Bothropoides pauloensis})",alternative
M12.UPB,"BrRm-MP1 ({Rhipicephalus microplus})",alternative
M12.UPB,"BrRm-MP2 ({Rhipicephalus microplus})",alternative
M12.UPB,"BrRm-MP4 ({Rhipicephalus microplus})",alternative
M12.UPB,"BrRm-MP5 ({Rhipicephalus microplus})",alternative
M12.UPB,"catroxMP-II ({Crotalus atrox})",alternative
M12.UPB,"CcH1 peptidase ({Cerastes cerastes})",alternative
M12.UPB,"CcHSM-III peptidase ({Cerastes cerastes})",alternative
M12.UPB,"CcMP-II ({Cerastes cerastes})",alternative
M12.UPB,"CCSV-MPase ({Cerastes cerastes})",alternative
M12.UPB,contortrostatin,alternative
M12.UPB,"colombienase 1 ({Bothrops colombiensis})",alternative
M12.UPB,"colombienase 2 ({Bothrops colombiensis})",alternative
M12.UPB,"cotiaractivase ({Bothrops cotiara})",alternative
M12.UPB,"crotalin ({Crotalus atrox})",alternative
M12.UPB,echilysin-1,alternative
M12.UPB,echilysin-2,alternative
M12.UPB,"endothelial cell apoptosis inducing metalloprotease (VLAIP) ({Vipera lebetina})",alternative
M12.UPB,"EoVMP1 ({Echis ocellatus})",alternative
M12.UPB,"EoVMP2 ({Echis ocellatus})",alternative
M12.UPB,"EpyB2 ({Echis pyramidum})",alternative
M12.UPB,"EpyB3 ({Echis pyramidum})",alternative
M12.UPB,"EpyB4 ({Echis pyramidum})",alternative
M12.UPB,"EpyB5 ({Echis pyramidum})",alternative
M12.UPB,"EpyB6 ({Echis pyramidum})",alternative
M12.UPB,"FIa factor X activator ({Daboia russellii})",alternative
M12.UPB,"FE-32kDa peptidase ({Gloydius blomhoffii siniticus})",alternative
M12.UPB,"flavoridin ({Trimeresurus flavoviridis})",alternative
M12.UPB,"fpp1 g.p. ({Flavobacterium psychrophilum})",alternative
M12.UPB,"HLMP1 ({Haemaphysalis longicornis})",alternative
M12.UPB,"HR-Ele-1 ({Protobothrops elegans})",alternative
M12.UPB,"hr1B ({Trimeresurus flavoviridis})",alternative
M12.UPB,"HV1 apoptosis-inducing peptidase ({Trimeresurus flavoviridis})",alternative
M12.UPB,"jararafibrase III ({Bothrops jararaca})",alternative
M12.UPB,"jararafibrase IV ({Bothrops jararaca})",alternative
M12.UPB,"jerdohagin ({Trimeresurus jerdonii})",alternative
M12.UPB,"kaouthiagin-like peptidase ({Naja atra})",alternative
M12.UPB,leucurolysin-B,alternative
M12.UPB,"maculatoxin ({Cryptelytrops purpureomaculatus})",alternative
M12.UPB,"malabarin ({Trimeresurus malabaricus})",alternative
M12.UPB,"mikarin ({Micropechis ikaheka})",alternative
M12.UPB,"moojenactivase ({Bothrops moojeni})",alternative
M12.UPB,"MooA ({Bothrops moojeni})",alternative
M12.UPB,"moojenin ({Bothrops moojeni })",alternative
M12.UPB,"Mt-a ({Gloydius}/{Agkistrodon halys})",alternative
M12.UPB,"Mt-b ({Gloydius}/{Agkistrodon halys})",alternative
M12.UPB,"Mt-c ({Gloydius}/{Agkistrodon halys})",alternative
M12.UPB,"Mt-d ({Gloydius}/{Agkistrodon halys})",alternative
M12.UPB,"nasulysin-1 ({Porthidium nasutum})",alternative
M12.UPB,"NN-PF3 ({Naja naja})",alternative
M12.UPB,"okinalysin ({Ovophis okinavensis})",alternative
M12.UPB,"patagonfibrase ({Philodryas patagoniensis})",alternative
M12.UPB,"porthidin-1 ({Porthidium lansbergii hutmanni})",alternative
M12.UPB,"rubelase ({Crotalus ruber ruber})",alternative
M12.UPB,"rubelysin ({Crotalus ruber ruber})",alternative
M12.UPB,"Russell&rsquo;s viper basic coagulant metalloprotease (RVBCMP) ({Daboia russelli russelli})",alternative
M12.UPB,"Rusviprotease ({Daboia russelii})",alternative
M12.UPB,"SpADAM peptidase ({Strongylocentrotus purpuratus})",alternative
M12.UPB,"SVMP-MM ({Macrovipera mauritanica})",alternative
M12.UPB,"SV-PAD-2 ({Protobothrops elegans})",alternative
M12.UPB,"trimarin ({Trimeresurus malabaricus})",alternative
M12.UPB,"V1F ({Vipera lebetina})",alternative
M12.UPB,"SVPH1-26 ({Homo sapiens})",alternative
M12.UPB,"ussurin ({Gloydius ussuriensis})",alternative
M12.UPB,"VaF1 ({Vipera ammodytes})",alternative
M12.UPB,"VaH1 peptidase ({Vipera ammodytes})",alternative
M12.UPB,"VaH2 peptidase ({Vipera ammodytes})",alternative
M12.UPB,"VaH3 peptidase ({Vipera ammodytes})",alternative
M12.UPB,"hemorrhagin VaH4 ({Vipera ammodytes})",alternative
M12.UPB,"vascular apoptosis-inducing protein ({Trimeresurus flavoviridis})",alternative
M12.UPB,"VLFXA peptidase ({Macrovipera lebetina})",alternative
M12.UPB,"VLH2 endopeptidase ({Vipera lebetina})",alternative
M12.UPB,"VRF1 ({Microplitis mediator})",alternative
M12.UPW,"family M12 unassigned peptidases",real
XM12.001,"meprin A complex peptidase",real
XM12.001,"{N}-benzoyl-L-tyrosyl-p-aminobenzoic acid hydrolase alpha component",alternative
XM12.001,"endopeptidase 2",alternative
XM12.001,"PABA-peptide hydrolase",alternative
M13.001,neprilysin,real
M13.001,atriopeptidase,alternative
M13.001,CALLA,alternative
M13.001,CD10,alternative
M13.001,"endopeptidase 24.11",alternative
M13.001,enkephalinase,alternative
M13.001,"fibroblast metalloelastase",alternative
M13.001,"kidney-brush-border neutral peptidase",alternative
M13.001,"membrane metallopeptidase A",alternative
M13.001,"neutral endopeptidase, kidney-brush-border",alternative
M13.001,NEP,alternative
M13.001,"MME g.p. ({Homo sapiens})",alternative
M13.002,"endothelin-converting enzyme 1",real
M13.002,ECE-1,alternative
M13.003,"endothelin-converting enzyme 2",real
M13.003,ECE-2,alternative
M13.004,"oligopeptidase O1",real
M13.004,"endopeptidase II ({Lactococcus})",alternative
M13.004,"endopeptidase O",alternative
M13.004,pepO,alternative
M13.004,"pepO1 g.p. ({Lactobacillus lactis})",alternative
M13.005,"oligopeptidase O3",real
M13.005,"endopeptidase LEP II",alternative
M13.005,"endopeptidase O ({Streptococcus pneumoniae})",alternative
M13.005,"Mername-AA011 peptidase",alternative
M13.005,"neprilysin homologue (e.g. {Streptococcus gordonii})",alternative
M13.005,"oligopeptidase O ({Streptococcus} sp.)",alternative
M13.005,"PepO ({Streptococcus} sp.)",alternative
M13.005,"PepO ({Streptococcus pneumoniae})",alternative
M13.007,"endothelin-converting enzyme-like 1 endopeptidase",real
M13.007,"damage-induced neuronal endopeptidase",alternative
M13.007,"DINE peptidase",alternative
M13.007,"X-converting enzyme",alternative
M13.007,XCE,alternative
M13.007,"ECEL1 g.p. ({Homo sapiens})",alternative
M13.008,neprilysin-2,real
M13.008,"soluble neutral endopeptidase",alternative
M13.008,"soluble secreted endopeptidase",alternative
M13.008,SEP,alternative
M13.008,"neprilysin-like peptidase",alternative
M13.008,NEPLP,alternative
M13.008,"NL1 protein",alternative
M13.008,"MMEL1 g.p. ({Homo sapiens})",alternative
M13.009,"Zmp1 peptidase ({Mycobacterium}-type)",real
M13.009,"PgPepO oligopeptidase",alternative
M13.009,"Rv0198c protein ({Mycobacterium tuberculosis})",alternative
M13.010,"oligopeptidase O2",real
M13.010,"PepO2 g.p. ({Lactobacillus} sp.)",alternative
M13.011,"MEP peptidase (nematode)",real
M13.011,Ace-MEP-6,alternative
M13.011,"MEP endopeptidase ({Ancylostoma caninum}, {Haemonchus contortus})",alternative
M13.011,"MEP-6 endopeptidase ({Ancylostoma caninum})",alternative
M13.012,"Nep2 peptidase (insect)",real
M13.012,"neprilysin 2 (insect)",alternative
M13.013,"NEP-1 peptidase ({Caenorhabditis} sp.)",real
M13.013,"ZK20.6 g.p. ({Caenorhabditis elegans})",alternative
M13.014,"neprilysin-4 ({Drosophila melanogaster})",real
M13.014,"CG4058 protein ({Drosophila melanogaster})",alternative
M13.014,Nep4,alternative
M13.015,"NEP-2 peptidase ({Caenorhabditis} sp.)",real
M13.016,"T25B6.2 g.p. ({Caenorhabditis elegans})",real
M13.090,"Kell blood-group peptidase",real
M13.091,"PHEX peptidase",real
M13.091,"Per g.p. ({Mus musculus})",alternative
M13.091,"PEX [obs.] g.p. ({Homo sapiens})",alternative
M13.091,"PHEX g.p. ({Homo sapiens})",alternative
M13.091,"phosphate-regulating gene with homologies to endopeptidase on the X chromosome",alternative
M13.950,"similar to Kell blood group protein ({Rattus norvegicus})",real
M13.950,"Kell protein ({Rattus norvegicus})",alternative
M13.A01,"CG3775 protein ({Drosophila melanogaster})",real
M13.A02,"CG6265 ({Drosophila melanogaster})",real
M13.A02,"GH14576 protein",alternative
M13.A03,"CG8550 protein ({Drosophila melanogaster})",real
M13.A04,"CG14526 protein ({Drosophila melanogaster})",real
M13.A05,"CG14527 protein ({Drosophila melanogaster})",real
M13.A06,"CG14528 protein ({Drosophila melanogaster})",real
M13.A07,"CG14529 protein ({Drosophila melanogaster})",real
M13.A08,"CG5527 protein ({Drosophila melanogaster})",real
M13.A09,"CG8358 protein ({Drosophila melanogaster})",real
M13.A10,"CG9508 protein ({Drosophila melanogaster})",real
M13.A11,"CG9507 protein ({Drosophila melanogaster})",real
M13.A12,"CG9505 protein ({Drosophila melanogaster})",real
M13.A13,"CG3239 protein ({Drosophila melanogaster})",real
M13.A14,"Nep3 protein ({Drosophila melanogaster})",real
M13.A14,"CG9565 protein",alternative
M13.A15,"CG5894 protein ({Drosophila melanogaster})",real
M13.A16,"neprilysin-11 ({Caenorhabditis elegans})",real
M13.A16,"F18A12.8 g.p. ({Caenorhabditis elegans})",alternative
M13.A17,"K02F6.9 g.p. ({Caenorhabditis elegans})",real
M13.A18,"T06D4.3 g.p. ({Caenorhabditis elegans})",real
M13.A19,"F54F11.2 g.p. domain 1 ({Caenorhabditis elegans})",real
M13.A20,"F54F11.2 g.p. domain 2 ({Caenorhabditis elegans})",real
M13.A21,"C49D10.10 g.p. ({Caenorhabditis elegans})",real
M13.A22,"F18A12.6 g.p. ({Caenorhabditis elegans})",real
M13.A23,"F18A12.4 g.p. ({Caenorhabditis elegans})",real
M13.A24,"F18A12.1 g.p. ({Caenorhabditis elegans})",real
M13.A25,"F39E9.4 g.p. ({Caenorhabditis elegans})",real
M13.A26,"F26G1.6 g.p. ({Caenorhabditis elegans})",real
M13.A27,"ZK1248.1 g.p. ({Caenorhabditis elegans})",real
M13.A28,"ZK970.1 g.p. ({Caenorhabditis elegans})",real
M13.A30,"Y116A8C.4 g.p. ({Caenorhabditis elegans})",real
M13.A31,"neprilysin-21 ({Caenorhabditis elegans})",real
M13.A31,"T16A9.4 g.p. ({Caenorhabditis elegans})",alternative
M13.UNW,"family M13 non-peptidase homologues",real
M13.UNW,"CG9634 g.p. ({Drosophila melanogaster})",alternative
M13.UNW,"GONE EARLY g.p. ({Drosophila melanogaster})",alternative
M13.UPW,"family M13 unassigned peptidases",real
M14.001,"carboxypeptidase A1",real
M14.001,carboxypolypeptidase,alternative
M14.001,"carboxypeptidase A, CPA1 g.p. ({Homo sapiens})",alternative
M14.001,pancreatic,alternative
M14.001,"pancreatic carboxypeptidase A",alternative
M14.002,"carboxypeptidase A2",real
M14.002,"CPA2 g.p. ({Homo sapiens})",alternative
M14.003,"carboxypeptidase B",real
M14.003,"carboxypeptidase B1",alternative
M14.003,"CPB1 g.p. ({Homo sapiens})",alternative
M14.003,"pancreatic carboxypeptidase B",alternative
M14.003,protaminase,alternative
M14.003,"tissue carboxypeptidase B",alternative
M14.003,"carboxypeptidase B, pancreaticcarboxypeptidase B, tissue",index
M14.004,"carboxypeptidase N",real
M14.004,"anaphylatoxin inactivator",alternative
M14.004,"arginine carboxypeptidase",alternative
M14.004,"carboxypeptidase K",alternative
M14.004,"CPN1 g.p. ({Homo sapiens})",alternative
M14.004,"creatine kinase conversion factor",alternative
M14.004,"kininase I",alternative
M14.004,"lysine carboxypeptidase",alternative
M14.004,"plasma carboxypeptidase B",alternative
M14.004,"carboxypeptidase B, plasmacarboxypeptidase, lysine",index
M14.005,"carboxypeptidase E",real
M14.005,"carboxypeptidase H",alternative
M14.005,"cobalt-stimulated chromaffin granule carboxypeptidase",alternative
M14.005,"crino carboxypeptidase B",alternative
M14.005,"enkephalin convertase",alternative
M14.005,"insulin granule-associated carboxypeptidase",alternative
M14.005,"neurotrophic factor-alpha1",alternative
M14.006,"carboxypeptidase M",real
M14.006,"renal carboxypeptidase",alternative
M14.006,"urinary carboxypeptidase B",alternative
M14.007,"carboxypeptidase T",real
M14.007,"carboxypeptidase SG",alternative
M14.008,"gamma-D-glutamyl-(L)-meso-diaminopimelate peptidase I",real
M14.008,"endopeptidase I",alternative
M14.009,"carboxypeptidase B2",real
M14.009,"arginine carboxypeptidase",alternative
M14.009,"brain-specific carboxypeptidase B",alternative
M14.009,"carboxypeptidase R",alternative
M14.009,"carboxypeptidase U",alternative
M14.009,"CPB2 g.p. ({Homo sapiens})",alternative
M14.009,HBCPB,alternative
M14.009,"plasma carboxypeptidase B",alternative
M14.009,"thrombin-activatable fibrinolysis inhibitor",alternative
M14.009,TAFI,alternative
M14.009,"carboxypeptidase B, plasma",index
M14.010,"carboxypeptidase A3",real
M14.010,"mast cell carboxypeptidase A",alternative
M14.010,"tissue carboxypeptidase A",alternative
M14.010,"carboxypeptidase A, mast cellcarboxypeptidase A, tissue",index
M14.011,"metallocarboxypeptidase D peptidase unit 1",real
M14.011,"metallocarboxypeptidase D domain A",alternative
M14.012,"metallocarboxypeptidase Z",real
M14.012,"carboxypeptidase Z",alternative
M14.014,"carboxypeptidase MeCPA",real
M14.015,"carboxypeptidase-like protein X1;CPX-1 g.p. ({Mus musculus})",real
M14.015,"carboxypeptidase X1",alternative
M14.015,"peptidase O54860 ({Mus musculus})",alternative
M14.016,"metallocarboxypeptidase D peptidase unit 2",real
M14.016,"carboxypeptidase D peptidase unit 2",alternative
M14.016,"metallocarboxypeptidase D domain B",alternative
M14.017,"carboxypeptidase A4",real
M14.017,"carboxypeptidase A3 [obs.]",alternative
M14.017,"carboxypeptidase A3-2 [obs.]",alternative
M14.017,"CPA4 g.p. ({Homo sapiens})",alternative
M14.018,"carboxypeptidase A6",real
M14.018,"CPA6 g.p. ({Homo sapiens})",alternative
M14.018,CPAH,alternative
M14.018,"Mername-AA127 peptidase ({Homo sapiens})",alternative
M14.020,"carboxypeptidase A5",real
M14.020,"CPA5 g.p. ({Homo sapiens})",alternative
M14.020,"Mername-AA041 peptidase",alternative
M14.021,"metallocarboxypeptidase O",real
M14.021,"carboxypeptidase O",alternative
M14.021,"metallocarboxypeptidase C",alternative
M14.021,"Mername-AA126 peptidase",alternative
M14.023,"CPG70 carboxypeptidase ({Porphyromonas gingivalis})",real
M14.023,"immunoreactive 92 kDa antigen PG21",alternative
M14.023,"antigen PG21 ({Porphyromonas gingivalis})",index
M14.024,"insect gut carboxypeptidase-1",real
M14.025,"cytosolic carboxypeptidase 5",real
M14.025,"AGBL5 g.p. ({Homo sapiens})",alternative
M14.025,CCP5,alternative
M14.025,"hypothetical protein DKFZP434D011 ({Mus musculus})",alternative
M14.025,"hypothetical protein DKFZP434D011 ({Homo sapiens})",alternative
M14.025,"Mername-AA216 hypothetical peptidase",alternative
M14.026,"cytosolic carboxypeptidase 3",real
M14.026,"AGBL3 g.p. ({Homo sapiens})",alternative
M14.026,CCP3,alternative
M14.026,"hypothetical protein 6530406M24RIK protein ({Mus musculus})",alternative
M14.026,"Mername-AA213 putative peptidase",alternative
M14.027,"cytosolic carboxypeptidase 6",real
M14.027,"AGBL4 g.p. ({Mus musculus})",alternative
M14.027,"ATP/GTP binding protein-like 4",alternative
M14.027,"CCP6 ",alternative
M14.027,"hypothetical protein flj14442 ({Homo sapiens})",alternative
M14.028,"cytosolic carboxypeptidase 1",real
M14.028,"AGTPBP1 g.p. ({Homo sapiens})",alternative
M14.028,carboxypeptidase-tubulin,alternative
M14.028,CCP1,alternative
M14.028,KIAA1035,alternative
M14.028,"hypothetical protein flj10682 ({Homo sapiens})",alternative
M14.028,"Mername-AA217 hypothetical peptidase",alternative
M14.028,"Nna1 protein",alternative
M14.028,"soluble carboxypeptidase",alternative
M14.028,"tubulinyl-Tyr carboxypeptidase",alternative
M14.028,"tubulin carboxypeptidase",alternative
M14.028,"tyrosine carboxypeptidase",alternative
M14.028,"carboxypeptidase, solublecarboxypeptidase, tubulinyl-Tyr",index
M14.029,"cytosolic carboxypeptidase 2",real
M14.029,"A430081C19RIK (Mus musculus) protein",alternative
M14.029,"ATP/GTP binding protein-like 2",alternative
M14.029,"AGBL2 g.p. ({Mus musculus})",alternative
M14.029,CCP2,alternative
M14.030,"cytosolic carboxypeptidase 4",real
M14.030,"Agbl1 g.p. ({Mus musculus}) isoform 3",alternative
M14.030,"CCP4 ({Mus musculus})",alternative
M14.031,"insect gut carboxypeptidase-2",real
M14.032,"insect gut carboxypeptidase-3",real
M14.033,"EGL-21 peptidase",real
M14.034,"murein peptide amidase MpaA",real
M14.035,"suro-1 carboxypeptidase",real
M14.035,"suro-1 g.p. ({Caenorhabditis elegans})",alternative
M14.036,"CPX2 protein ({Mus musculus})",real
M14.036,"cytosolic carboxypeptidase",alternative
M14.037,"protein Silver domain 1",real
M14.037,"svr protein ({Drosophila melanogaster})",alternative
M14.038,"PGP1 D,L-carboxypeptidase ({Campylobacter jejuni})",real
M14.039,"metallocarboxypeptidase CPX-1 ({Homo sapiens})",real
M14.950,"metallocarboxypeptidase D non-peptidase unit",real
M14.950,"carboxypeptidase D non-peptidase unit",alternative
M14.950,"metallocarboxypeptidase D domain C",alternative
M14.951,"aortic carboxypeptidase-like protein",real
M14.951,ACLP,alternative
M14.951,"adipocyte-enhancer binding protein 1",alternative
M14.951,"AEBP1 g.p. ({Homo sapiens})",alternative
M14.953,"carboxypeptidase-like protein X2",real
M14.953,"carboxypeptidase X2",alternative
M14.953,"CPX-2 g.p. ({Mus musculus})",alternative
M14.954,"subfamily M14D nonpeptidase homologue",real
M14.954,"Ovarc1001879 protein homologue",alternative
M14.955,"inactive carboxypeptidase-like protein X2 ({Homo sapiens})",real
M14.A01,"At5g42320 ({Arabidopsis thaliana})",real
M14.A02,"At1g71696 ({Arabidopsis thaliana})",real
M14.A02,"SOL1 g.p. ({Arabidopsis thaliana})",alternative
M14.A03,"CG32379 protein ({Drosophila melanogaster})",real
M14.A03,"CG18415 protein",alternative
M14.A04,"CG8560 protein ({Drosophila melanogaster})",real
M14.A05,"CG2915 protein ({Drosophila melanogaster})",real
M14.A06,"CG12374 protein ({Drosophila melanogaster})",real
M14.A07,"CG4408 protein ({Drosophila melanogaster})",real
M14.A08,"CG17633 protein ({Drosophila melanogaster})",real
M14.A09,"CG4017 protein ({Drosophila melanogaster})",real
M14.A10,"CG7025 protein ({Drosophila melanogaster})",real
M14.A11,"CG18585 protein ({Drosophila melanogaster})",real
M14.A12,"CG14820 protein ({Drosophila melanogaster})",real
M14.A13,"CG8564 protein ({Drosophila melanogaster})",real
M14.A14,"CG8563 protein ({Drosophila melanogaster})",real
M14.A15,"CG8562 protein ({Drosophila melanogaster})",real
M14.A16,"CG18417 protein ({Drosophila melanogaster})",real
M14.A17,"CG8539 protein ({Drosophila melanogaster})",real
M14.A18,"CG3108 protein ({Drosophila melanogaster})",real
M14.A19,"CG3097 protein ({Drosophila melanogaster})",real
M14.A20,"silver protein domain 2 ({Drosophila melanogaster})",real
M14.A21,"CG11428 ({Drosophila melanogaster})",real
M14.A21,"CG32627 protein",alternative
M14.A22,"T06A4.1 g.p. ({Caenorhabditis elegans})",real
M14.A23,"Y47G6A.19 g.p. ({Caenorhabditis elegans})",real
M14.A24,"T06A4.3 g.p. ({Caenorhabditis elegans})",real
M14.A25,"Y59C2A.1 g.p. ({Caenorhabditis elegans})",real
M14.A26,"F02D8.4 g.p. ({Caenorhabditis elegans})",real
M14.A27,"W01A8.6 g.p. ({Caenorhabditis elegans})",real
M14.A28,"Y18H1A.9 g.p. ({Caenorhabditis elegans})",real
M14.A29,"F59A3.1 g.p. ({Caenorhabditis elegans})",real
M14.A30,"T27A8.1 g.p. ({Caenorhabditis elegans})",real
M14.A31,"ccpp-6 g.p. ({Caenorhabditis elegans})",real
M14.A31,"EEED8.6 protein ({Caenorhabditis elegans})",alternative
M14.A32,"Cg31019-pa ({Drosophila melanogaster})",real
M14.A33,"DDB_G0288963 g.p. ({Dictyostelium discoideum})",real
M14.A34,"ZC434.9 g.p. ({Caenorhabditis elegans})",real
M14.A35,"PFA0170c g.p. ({Plasmodium falciparum})",real
M14.A36,"cytosolic carboxypeptidase-1 ({Caenorhabditis elegans})",real
M14.A36,ccpp-1,alternative
M14.A36,F56H1.5,alternative
M14.UNA,"subfamily M14A non-peptidase homologues",real
M14.UNA,"CG8945 protein ({Drosophila melanogaster})",alternative
M14.UNB,"subfamily M14B non-peptidase homologues",real
M14.UNC,"hypothetical protein YcjI ({Escherichia coli})",real
M14.UND,"subfamily M14D non-peptidase homologues",real
M14.UNW,"family M14 non-peptidase homologues",real
M14.UPA,"subfamily M14A unassigned peptidases",real
M14.UPA,"carboxypeptidase A ({Anopheles} sp.)",alternative
M14.UPA,"xanthamonalisin ({Stigmatella aurantiaca})",alternative
M14.UPB,"subfamily M14B unassigned peptidases",real
M14.UPC,"subfamily M14C unassigned peptidases",real
M14.UPD,"subfamily M14D unassigned peptidases",real
M14.UPW,"family M14 unassigned peptidases",real
M14.UPW,"REP34 carboxypeptidase ({Francisella tularensis})",alternative
XM14.001,"metallocarboxypeptidase D compound peptidase",real
XM14.001,gp180,alternative
XM14.001,"silver protein ({Drosophila melanogaster})",alternative
XM14.001,"carboxypeptidase D, metallo",index
M15.001,"zinc D-Ala-D-Ala carboxypeptidase ({Streptomyces}-type)",real
M15.001,"D-alanyl-D-alanine hydrolase",alternative
M15.001,"Zn2+ G peptidase",alternative
M15.001,"D-Ala-D-Ala carboxypeptidase, zinc ({Streptomyces})carboxypeptidase, zinc D-Ala-D-Ala ({Streptomyces})",index
M15.002,"DD-carboxypeptidase pdcA ({Myxococcus}-type)",real
M15.002,"pdcA g.p. ({Myxococcus xanthus})",alternative
M15.003,"van XYc peptidase",real
M15.010,"vanY D-Ala-D-Ala carboxypeptidase",real
M15.010,"D-Ala-D-Ala carboxypeptidase, vanY",index
M15.011,"vanX D-Ala-D-Ala dipeptidase",real
M15.011,"VanX g.p. ({Enterococcus faecium})",alternative
M15.011,"D-Ala-D-Ala dipeptidase, VanX",index
M15.012,"Aad peptidase",real
M15.012,"D-alanyl-D-alanine dipeptidase ({Lactobacillus plantarum})",alternative
M15.020,"Ply118 L-Ala-D-Glu peptidase",real
M15.020,"murein hydrolase",alternative
M15.020,phagelysin,alternative
M15.020,"Ply118 endolysin",alternative
M15.020,"endolysin Ply118",index
M15.021,"Ply500 L-Ala-D-Glu peptidase",real
M15.021,"L-Ala-D-Glu peptidase (bacteriophage A500)",alternative
M15.021,"endolysin PSA",alternative
M15.021,PlyPSA,alternative
M15.021,"Ply500 endolysin",alternative
M15.021,"endolysin Ply500",index
M15.022,"L-alanyl-D-glutamate peptidase (bacteriophage T5)",real
M15.023,"lysin LysA2 ({Lactobacillus casei} bacteriophage A2) and similar",real
M15.024,"DacB metallopeptidase ({Streptococcus pneumoniae})",real
M15.024,"I33_2202 ({Bacillus subtilis})",alternative
M15.024,"yokZ g.p. ({Bacillus subtilis})",alternative
M15.950,"Ply511 amidase",real
M15.950,AmpD,alternative
M15.950,"N-acetylmuramoyl-L-alanine amidase",alternative
M15.A05,"ycdD g.p. ({Bacillus subtilis})",real
M15.A05,cwlK,alternative
M15.A05,"BSU02810 ({Bacillus subtilis})",alternative
M15.UNA,"subfamily M15A non-peptidase homologues",real
M15.UNB,"subfamily M15B non-peptidase homologues",real
M15.UNC,"subfamily M15C non-peptidase homologues",real
M15.UND,"subfamily M15D non-peptidase homologues",real
M15.UNW,"family M15 non-peptidase homologues",real
M15.UNW,autolysin,alternative
M15.UPA,"subfamily M15A unassigned peptidases",real
M15.UPB,"subfamily M15B unassigned peptidases",real
